bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-MP02953_T1w	0.47256752706827443	2.6305621570650866	0.5060515016669601	7295.098284794528	4.16833	4.30883	4.13887	4.05729	0.21134580273227438	0.3981402304618909	0.3905139668058347	0.9542295932769775	1.171206802129745	0.0	0.002262330848255178	27.402055993941435	14.15822299937568	16.499197808930052	176	256	256	1.15064445884256	8.19617499012765	6.213326200551978	9.293159152685721	7.109287443902061	40.05887107623732	36.338584430001454	61.847594769865	1.0	1.0	1.0	4.845855173574724	0.0	7.850007352189601	0.0	2471958.0	0.0	29.2249855697155	10.59344057903471	5.18526868869295	64.9455060452842	140.5759725635404	114.95592993497849	35385.0	36.74183329939842	352.90304082632065	99.90427945007484	0.5012155180022004	73.20780415163694	649.6238332202479	647.744912981987	17550.0	522.6153184473515	783.6378558605909	79.02789523506563	1.9471347411627224	93.28711001474994	1016.3058739737199	1000.0647501051426	187201.0	871.4359333515167	1214.7485132813454	107.61271410204051	0.15888740723693529	0.45705243576744314	0.48966807195163026	0.2935769973586456
sub-MP02957_T1w	0.4870513617152219	2.531504184396014	0.5280240222545773	5429.479224999999	3.8713833333333336	3.99549	3.98103	3.63763	0.21212706296926	0.3879825297109316	0.39989040731980835	1.00405752658844	0.9913086533546446	0.0	0.0028771810630491405	26.073399794431456	13.68764570166554	15.52595984262651	176	256	256	1.2004831189270713	8.33563969241703	6.33863891709375	9.479793939937148	7.636294161909404	42.67551116100264	38.18363713413196	64.23910607948383	1.0	1.0	1.0	4.952527468277043	0.0	7.706709532353533	0.0	2050946.0	0.0	28.078519497066736	10.199952850562777	4.997555673363986	70.65725645293534	141.97787529686505	118.89102850109339	32887.0	33.491855688393116	346.1702014535663	99.03447957255406	0.5321199329888269	73.1325106598853	666.0434712432763	664.4237775765359	15339.0	537.8883089024573	801.7859186332672	79.70619457547299	1.3251154031114476	90.38428240529414	1018.848650631114	1000.151805292815	203375.0	880.1477543972433	1222.5185021314765	105.50327915783879	0.16392267703076807	0.43690461545773457	0.4875292408874846	0.3381811698401469
sub-MP02959_T1w	0.5122163422674697	2.511839190534605	0.5690329882993661	7045.744187401666	4.166836666666667	4.24427	4.29964	3.9566	0.18017249522285814	0.41961223735927744	0.4002152674178644	1.0064929127693176	1.186599686741829	0.0	0.0021498115426563454	25.442374303908768	11.251929259015848	13.253010328917371	176	256	256	1.1240366890569287	8.214241142915311	6.161629069491954	9.146609376503621	7.300228959032707	41.76879617678886	37.50023370002604	63.43167596425654	1.0	1.0	1.0	3.302566911701714	0.0	7.505583491236357	0.0	1766210.0	0.0	27.16468620300293	10.328952252859038	6.116506449964852	67.01915873672407	141.54991775063053	115.09620951116085	26536.0	37.75820640847087	357.6329976543784	102.39349118295306	0.23034655757613143	76.45847686865703	660.1791485079966	658.5314163118601	29982.0	529.1454499959946	795.8404161036015	80.16814002050323	0.9320357567305404	98.48355250983396	1018.0793275651533	1000.0707522183657	229000.0	872.3118374198675	1227.0090682059526	109.33762747367629	0.17248789686419916	0.456719631084977	0.4847020447223963	0.27490520175012156
sub-MP02961_T1w	0.4452473242762611	2.877896138253181	0.46722999387509395	8820.722056976667	4.093046666666667	4.2732	3.93589	4.07005	0.18120728245090137	0.436155230278521	0.38263748727057767	0.9302734434604645	1.1240366131067276	0.0	0.003247734076679042	31.261521939997873	13.71862651406783	17.39915395419253	176	256	256	1.1328189546826426	9.072543238511996	6.792447591029547	10.171980579894006	8.162576477499783	42.66762489599887	38.85984707324897	65.74933984624826	1.0	1.0	1.0	4.399138967201585	0.0	6.9397552483796385	0.0	3010315.0	0.0	28.47113786637783	9.964799107773414	9.965865699805114	71.31601689820151	153.28822854436368	124.15496192872524	20071.0	39.16406521573663	383.93784430995584	109.59550816370941	0.1660972854015288	69.3885569820339	648.7982926811633	648.9859371185303	21999.0	529.9011778235435	765.8021057479083	71.53134127211729	1.0150284444298938	86.92844221915914	1016.0800850888086	1000.0649682059884	164688.0	883.6453154236078	1202.3530527725816	98.31535993461762	0.15588343059490858	0.4668492437093477	0.49482232383432506	0.291421211145417
sub-MP02962_T1w	0.4526749388184449	2.7710924890548903	0.5060173217499699	6836.797898292362	3.8661933333333334	3.95895	3.86529	3.77434	0.18537522729013425	0.41684908679717353	0.39777568591269225	0.9805617332458496	1.0291176438331604	0.0	0.0018813611492567927	30.073485369013465	13.737846790490378	16.35050640561311	176	256	256	1.113827414095055	8.948861033097023	6.850320817999292	10.488274006805797	9.333893888966342	42.04392283614637	38.23258283148511	63.31993176934263	1.0	1.0	1.0	5.935425962210735	0.0	7.7414540980022775	0.0	2898828.0	0.0	25.858993604779243	10.347678174789944	1.3611924941910765	106.02606286892359	188.70482695987022	147.4259865283966	18606.0	40.126024559140205	451.3583303280175	132.35625449996598	0.41594793619839976	70.86031134381925	664.2284611652011	664.0708449631929	18911.0	543.1874806061387	785.6675608679652	74.20534126992807	1.3834713231074183	81.26020778482756	1015.4388095610472	1000.1188699007034	183016.0	887.2309874743223	1199.9316107146442	95.35564544954428	0.1570278156272891	0.4688469987739674	0.4951794237622589	0.3671532090470287
sub-MP02964_T1w	0.41958554654649227	3.0271954371005263	0.5027563360339529	8619.875306304299	3.9194633333333333	4.03734	4.00999	3.71106	0.19633611256680114	0.43667034617131384	0.366993541261885	0.9777451157569885	0.9621062994003293	0.0	0.0030268335287617232	28.948423186342442	13.404977034507125	17.51397797799023	176	256	256	1.2060205774200545	9.155695008609184	7.120417065299378	10.999535609868895	7.811906382901362	43.8155574875831	39.69061609477688	67.44438441384617	1.0	1.0	1.0	3.1752991534611823	0.0	6.92219430442429	0.0	2424593.0	0.0	27.749897241592407	9.714875161427393	4.976391192377403	59.218304378850036	141.06417822552558	115.84106040000916	26410.0	39.97166049480438	349.20883985161777	96.0504898666876	0.31652915161884554	68.14700659118219	650.0980843651109	649.7313706278801	22864.0	533.1522810459137	767.4322645664215	70.96317223874676	1.1852268684368026	78.87020287560071	1008.7790451285838	1000.1181050539017	156258.0	874.8302711248398	1172.7578912973404	90.92337534117196	0.17033039355767846	0.4681475744272104	0.4760777311183392	0.324981294246302
sub-MP02972_T1w	0.4987872892884275	2.4770281855171103	0.5012749790248843	5376.2873661511	3.911426666666667	3.98224	3.89676	3.85528	0.22086593336234825	0.3862398678670305	0.39289419877062126	0.9440816640853882	0.9716710150241854	0.0	0.0022615298175880753	31.268020287975943	16.78086072715285	19.058366568002544	176	256	256	1.1211308343479318	8.092391056087427	5.750616109353506	8.038326437625157	6.031808961283461	35.78995914771302	32.73972729899895	56.39741378800036	1.0	1.0	1.0	2282.3185425690913	0.0	7.049828895819026	0.0	2117515.0	0.0	27.980692975223064	11.617941189541757	3.907948843654051	64.98230206718407	132.77057320854192	106.96581929922104	29007.0	32.22019191086292	337.79023057967424	95.40721940123215	0.3714058498709285	74.26548807678179	637.0053628792091	634.6856021955609	16914.0	510.34762071929873	770.8713526204228	78.42760382951029	1.2717262098131785	108.01373721584018	1019.5301233189571	1000.1304104477167	147598.0	850.9000479131937	1257.435384310782	124.41980680693807	0.1738835792288058	0.43780998738596694	0.4942483771680709	0.27015503875968994
sub-MP02973_T1w	0.5058231321661141	2.392064516107957	0.5498358346588212	4699.776136857228	3.958736666666667	4.07501	4.01874	3.78246	0.20029958202831333	0.4200573613037056	0.3796430566679811	1.023037612438202	0.9798827707767485	0.0	0.00281480793797767	23.121869223753137	10.8421490834392	13.145457351235754	176	256	256	1.1582024437218055	7.542928851430092	5.422409931778783	7.566098500184451	6.452174264275839	38.82220623786031	35.76830703926046	62.03054061564524	1.0	1.0	1.0	3.8912049023663435	0.0	7.3400072050225065	0.0	2262011.0	0.0	28.03444553911686	10.562841227528002	8.094595771572722	59.08415325033863	127.44430723678587	104.02916450053453	50214.0	37.965930730104446	310.0760534629226	89.81860572053176	0.19260492914508998	79.95931149651506	630.6083280399924	625.9349970370531	30110.0	500.3739954974502	772.2672598510981	82.98163951181485	1.4339042229509555	109.31500278020066	1026.0005481701216	1000.1257017329335	211736.0	854.4220139309764	1287.3216247558594	132.18481625341133	0.16675182691510582	0.4365801250558361	0.46211555452296366	0.27560582702534164
sub-MP02975_T1w	0.45888185998546716	2.6934251629414168	0.49666932683640175	7678.140625	4.1905	4.44323	4.04333	4.08494	0.19831768485796303	0.4056152204645821	0.3960670946774549	0.9389505982398987	1.0967969059944154	0.0	0.0028779319509103676	27.37180420528513	13.301453819007307	15.585922529101639	176	256	256	1.0587370691885847	8.119738166921833	6.320560911511856	9.783207498425151	7.093368424250468	42.107528344069166	38.01452677277326	64.84268355000015	1.0	1.0	1.0	3.8800157416889203	0.0	7.2311587686636205	0.0	2681147.0	0.0	28.364814706146717	10.104734047941227	4.396570401752668	69.13449545868883	138.56346908910098	109.40714243799448	28689.0	31.319742655754094	358.3068329781293	103.33560505879672	0.5040756006854288	73.94063685421266	652.7075545665776	649.4607463926077	19427.0	527.6478937864304	791.534180931747	79.98337106581732	1.9302738087131077	86.97267409976763	1016.6809728307568	1000.1246644631028	203701.0	883.1743515208364	1209.8996127843857	102.22845725566509	0.16336462135704216	0.4621381736544335	0.5047795330865136	0.2705350668622789
sub-MP02976_T1w	0.46103448330493096	2.7725355533117395	0.5283929723454167	7797.6059623813	4.118353333333333	4.21664	4.20068	3.93774	0.17232809477832658	0.42004517665821184	0.4076267285634616	0.9490863680839539	1.0373548269271848	0.0	0.0025029529731858046	31.473622103425942	13.638284998831825	16.0822479196726	176	256	256	0.9823237840414581	8.552899029414997	6.471644293241822	9.879710066269011	8.04620668003084	44.406961178536775	40.313813304269736	68.4882720542416	1.0	1.0	1.0	6.391273502121466	0.0	6.992995233502763	0.0	2225334.0	0.0	25.3849583491683	9.566740005268711	4.901175558099512	80.48270128547296	153.13867492434997	117.49609293043613	16375.0	28.230305328965187	392.87546856924877	119.60669905121888	0.23062972884597022	72.62467803560664	649.4355477850812	648.4601558074355	25331.0	526.6123557314277	776.2497098706663	75.81608922499242	1.3462434943802695	89.49874901426695	1017.1163013335454	1000.1115678399801	208711.0	883.8428794890642	1210.3324976414442	101.22859529321813	0.18265380304129067	0.48143510688392926	0.5211646994532808	0.3299476397244467
